DOC_CD,DOC_DEPT_CD,DOC_ID,DOC_VERS_NO,DOC_DSCR,CONTRACT_SYNOPSIS,CONTRACT_CONTACT_NM,CONTRACT_CONTACT_VOICE_PH_NO,CONTRACT_CONTACT_EMAIL_AD,MA_PRCH_LMT_AM,MA_ITD_ORD_AM,MA_DO_RFED_AM,EFBGN_DT,EFEND_DT,GNRC_PO_RPT_1,RPT_DSCR,BRD_AWD_DT,BRD_AWD_NO,CAT_DSCR,DOC_VEND_LN_NO,VEND_CUST_CD,LGL_NM,ALIAS_NM,SO_DOC_CD,SO_DOC_DEPT_CD,SO_DOC_ID,TODAY,ROW_KEY
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,01/05/2021,01/04/2024,15,Alt Proc Method (252),,4,Other Contracting,2,JAM8303623,JAMAIL & SMITH CONSTRUCTION LP,N/A,CSP,6100,CLMB333,12/09/2024,MA6100CA2000000217JAM8303623
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,01/05/2021,01/04/2024,15,Alt Proc Method (252),,4,Other Contracting,1,V00000906748,BROWN & ROOT INDUSTRIAL SERVICES LLC,N/A,CSP,6100,CLMB333,12/09/2024,MA6100CA2000000217V00000906748
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,01/05/2021,01/04/2024,15,Alt Proc Method (252),,4,Other Contracting,7,V00000907889,WARDEN CONSTRUCTION CORPORATION,N/A,CSP,6100,CLMB333,12/09/2024,MA6100CA2000000217V00000907889
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,01/05/2021,01/04/2024,15,Alt Proc Method (252),,4,Other Contracting,5,V00000929243,"CENTENNIAL CONTRACTORS ENTERPRISES, INC.",N/A,CSP,6100,CLMB333,12/09/2024,MA6100CA2000000217V00000929243
MA,6100,CA200000021,7,2020 JOB ORDER CONTRACTING FOR CITY FACILITY IMPROVEMENTS,,Capital Contracting Office,unknown,unknown,48000000,16178004.8,9830471.76,01/05/2021,01/04/2024,15,Alt Proc Method (252),,4,Other Contracting,4,V00000944656,"BASIC IDIQ, INC.",N/A,CSP,6100,CLMB333,12/09/2024,MA6100CA2000000217V00000944656
MA,6100,CA220000005,2,TRAFFIC SIGN & PAVEMENT MARKING SERVICES IDIQ - A,,Capital Contracting Office,unknown,unknown,6599000,4666575.14,2688122.67,03/24/2022,03/23/2024,10,Competitive Acquisition,03/26/0022,17,Construction,1,DIJ8308676,D I J  CONSTRUCTION INC,N/A,IFB,6100,CLMC885,12/09/2024,MA6100CA2200000052DIJ8308676
MA,6100,CA220000006,2,2020 BOND LOCAL MOBILITY PROJECTS CONSTRUCTION IDIQ,,Capital Contracting Office,unknown,unknown,12000000,6541920.78,3207695.65,03/29/2022,03/29/2024,10,Competitive Acquisition,03/26/0022,18,Construction,1,VS0000004060,"UNITY CONTRACTOR SERVICES, INC",N/A,IFB,6100,CLMC890,12/09/2024,MA6100CA2200000062VS0000004060
MA,6100,CA220000007,2,TRAFFIC SIGN & PAVEMENT MARKING SERVICES IDIQ - B,,Capital Contracting Office,unknown,unknown,6599000,1405521.05,625001.71,04/07/2022,04/06/2024,10,Competitive Acquisition,04/09/0022,15,Construction,1,V00000915162,"TRP CONSTRUCTION GROUP, LLC",N/A,IFB,6100,CLMC886,12/09/2024,MA6100CA2200000072V00000915162
MA,6100,CA220000009,3,CORRIDOR MOBILITY PROGRAM BICYCLE & PEDESTRIAN IDIQ PHASE 2,,Capital Contracting Office,unknown,unknown,10000000,3610328.56,2375772.86,04/14/2022,05/31/2024,10,Competitive Acquisition,04/09/0022,18,Construction,1,MUN7143465,MUNIZ CONCRETE & CONTRACTING INC,N/A,IFB,6100,CLMC901,12/09/2024,MA6100CA2200000093MUN7143465
MA,6100,CA220000010,3,LOCAL MOBILITY ADA SIDEWALK & RAMP IMPS GRP 26 IDIQ CITY WID,,Capital Contracting Office,unknown,unknown,30000000,18803075.48,9199522.1,06/24/2022,11/14/2024,10,Competitive Acquisition,06/18/0022,24,Construction,1,V00000900503,ALPHA PAVING INDUSTRIES LLC,N/A,IFB,6100,CLMC912,12/09/2024,MA6100CA2200000103V00000900503
MA,6100,CA220000011,3,LOCAL MOBILITY ADA SIDEWALK & RAMP IMPS GRP 27 IDIQ CITY WID,,Capital Contracting Office,unknown,unknown,4500000,3688741.94,2979637.73,06/30/2022,10/19/2024,10,Competitive Acquisition,06/18/0022,25,Construction,1,VS0000017696,AUSTIN CONSTRUCTORS LLC,N/A,IFB,6100,CLMC913,12/09/2024,MA6100CA2200000113VS0000017696
MA,6100,CA230000004,3,STREET REHABILITATION PHASE 3 IDIQ #5,,Capital Contracting Office,unknown,unknown,5000000,4519820,2106975.31,09/13/2023,09/12/2024,10,Competitive Acquisition,09/02/0023,27,Construction,1,V00000900503,ALPHA PAVING INDUSTRIES LLC,N/A,IFB,6100,CLMC993,12/09/2024,MA6100CA2300000043V00000900503
MA,6100,CA230000005,2,2020 BOND TRAFFIC & PEDESTRIAN SIGNALS-INSTALLATION & MAINT,,Capital Contracting Office,unknown,unknown,3000000,0,0,10/16/2023,04/15/2025,10,Competitive Acquisition,09/23/0023,32,Construction,1,VS0000030988,EAR TELECOMMUNICATIONS LLC,EARTC,IFB,6100,CLMC904,12/09/2024,MA6100CA2300000052VS0000030988
MA,6100,CA240000001,1,2024 MISCELLANEOUS RESIDENTIAL STREETS FOG SEAL IDIQ,,Capital Contracting Office,unknown,unknown,2000000,0,0,10/12/2023,10/11/2024,10,Competitive Acquisition,10/07/0023,15,Construction,1,V00000911863,"INTERMOUNTAIN SLURRY SEAL, INC.",N/A,IFB,6100,CLMC994,12/09/2024,MA6100CA2400000011V00000911863
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,9,AME8315074,"WOOD ENVIRONMENT & INFRASTRUCTURE SOLUTIONS, INC.",N/A,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349AME8315074
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,6,GEO7067095,AMEC GEOMATRIX INC,GEOMATRIX,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349GEO7067095
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,2,INT8308241,"INTERA, INC",N/A,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349INT8308241
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,3,SHA8306590,"APTIM ENVIRONMENTAL & INFRASTRUCTURE, LLC",N/A,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349SHA8306590
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,4,TRC7162035,TRC ENVIRONMENTAL CORPORATION,TRC,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349TRC7162035
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,1,URS8300867,URS CORP,N/A,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349URS8300867
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,10,V00000968494,APTIM CORP.,"APTIM GOVERNMENT SOLUTIONS, LLC, APTIM ENVIRONMENTAL &",RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349V00000968494
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,8,VS0000010692,"APTIM GOVERNMENT SOLUTIONS, LLC",N/A,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349VS0000010692
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,5,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349WES5125100
MA,6100,PA100000043,49,ENVIRONMENTAL SERVICES ROTATION LIST 2010-2012 FOR P.W.,,Contract and Land Management Department,unknown,unknown,7200000,6864582.9,6515552.53,03/11/2010,12/31/2023,10,Competitive Acquisition,06/11/0011,3,Professional Services,7,WOO7028055,URS CORP,N/A,RFQS,6100,CLMP030,12/09/2024,MA6100PA10000004349WOO7028055
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,5,BIN7163385,BINKLEY & BARFIELD INC,N/A,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446BIN7163385
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,8,CAS7170685,"CAS CONSULTING AND SERVICES, INC.",N/A,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446CAS7170685
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,10,DAV1449500,DAVCAR INC,DAVCAR ENGINEERING SERVICES,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446DAV1449500
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,12,DOU7019035,DOUCET & ASSOCIATES INC,N/A,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446DOU7019035
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,1,ESP7108190,ESPEY CONSULTANTS INC,RPS,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446ESP7108190
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,2,HAL7038625,HALFF ASSOCIATES INC,HALFF,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446HAL7038625
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,3,JAC8308529,JACOBS ENGINEERING GROUP INC,JACOBS ENGINEERING GROUP,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446JAC8308529
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,4,KFR8309453,K FRIESE & ASSOC INC,N/A,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446KFR8309453
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,13,KLO7118020,"RPS INFRASTRUCTURE, INC.",N/A,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446KLO7118020
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,6,PBS7133260,ATKINS NORTH AMERICA INC,ATKINS,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446PBS7133260
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,14,V00000914694,"H.W. LOCHNER, INC.","K FRIESE & ASSOCIATES, LLC",RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446V00000914694
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,11,VC0000103053,CHAN & PARTNERS ENGINEERING LLC,N/A,RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446VC0000103053
MA,6100,PA110000004,46,WATER AND WASTEWATER PIPELINE ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,7500000,6873880.86,6690764.03,11/18/2010,12/31/2025,10,Competitive Acquisition,11/20/0010,11,Professional Services,9,VS0000008095,"ARDURRA GROUP, INC.","KING ENGINEERING ASSOCIATES, INC.",RFQS,6100,CLMP042,12/09/2024,MA6100PA11000000446VS0000008095
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,14,BRO6047450,KELLOGG BROWN & ROOT SERVICES INC,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341BRO6047450
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,2,FRE1930500,FREESE AND NICHOLS INC,FREESE AND NICHOLS,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341FRE1930500
MA,6100,PA110000043,41,SMALL DIAMETER WATER AND WASTEWATER PIPELINE ENGINEERING,,Contract and Land Management Department,unknown,unknown,5000000,4694846.66,4666834.5,04/21/2011,12/31/2023,10,Competitive Acquisition,04/23/0011,10,Professional Services,8,VC0000102835,KELLOGG BROWN & ROOT LLC,N/A,RFQS,6100,CLMP058A,12/09/2024,MA6100PA11000004341VC0000102835
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,5,BIN7163385,BINKLEY & BARFIELD INC,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253BIN7163385
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,6,CIV8308559,DON DURDEN INC,CIVIL ENGINEERING CONSULTANTS,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253CIV8308559
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,3,DAV1449500,DAVCAR INC,DAVCAR ENGINEERING SERVICES,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253DAV1449500
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,9,HVJ2459750,HVJ ASSOCIATES INC,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253HVJ2459750
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,4,KUR8303988,KURKJIAN ENGINEERING CORP,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253KUR8303988
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,8,LOC2921000,LOCKWOOD ANDREWS & NEWNAM INC,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253LOC2921000
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,14,PAP8302018,"PAPE-DAWSON CONSULTING ENGINEERS, LLC",PAPE-DAWSON ENGINEERS,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253PAP8302018
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,12,PAR3596250,"WSP USA, INC.",N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253PAR3596250
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,7,SBI8309599,S & B INFRASTRUCTURE LTD,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253SBI8309599
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,13,URB4919250,URBAN DESIGN GROUP,N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253URB4919250
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,17,VS0000037121,"CIVIL & ENVIRONMENTAL CONSULTANTS, INC.",N/A,RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253VS0000037121
MA,6100,PA110000062,53,2011 SMALL SCALE CIVIL ENGINEERING ROTATION LIST,,Contract and Land Management Department,unknown,unknown,6400000,5986267.8,5573886.17,06/23/2011,12/31/2024,10,Competitive Acquisition,06/25/0011,13,Professional Services,10,WES5125100,WESTON SOLUTIONS INC,"WESTON SOLUTIONS, INC.",RFQS,6100,CLMP080,12/09/2024,MA6100PA11000006253WES5125100
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,5,BAE7086810,BAER ENGINEERING & ENVIRONMENTAL CONSULTING INC,N/A,RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236BAE7086810
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,4,SHA8306590,"APTIM ENVIRONMENTAL & INFRASTRUCTURE, LLC",N/A,RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236SHA8306590
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,3,TRC7162035,TRC ENVIRONMENTAL CORPORATION,TRC,RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236TRC7162035
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,2,URS8300867,URS CORP,N/A,RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236URS8300867
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,9,V00000968494,APTIM CORP.,"APTIM GOVERNMENT SOLUTIONS, LLC, APTIM ENVIRONMENTAL &",RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236V00000968494
MA,6100,PA150000002,36,2014 ENVIRONMENTAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4800000,4381512.65,4159736.6,08/28/2014,12/31/2024,10,Competitive Acquisition,08/30/0014,22,Professional Services,8,VS0000010692,"APTIM GOVERNMENT SOLUTIONS, LLC",N/A,RFQS,6100,CLMP150,12/09/2024,MA6100PA15000000236VS0000010692
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,2,MCK3123750,MCKINNEY ARCHITECTS INC,MCKINNEY YORK ARCHITECTS,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547MCK3123750
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,6,STA7142875,STANLEY ARCHITECTS & ARTISANS INC,STANLEY STUDIO OR STANLEY SALAIZ JV,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547STA7142875
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,8,V00000925738,"THE LAWRENCE GROUP ARCHITECTS OF AUSTIN, INC.",THE LAWRENCE GROUP,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547V00000925738
MA,6100,PA150000005,47,2015 GENERAL ARCHITECTURAL SERVICES ROTATION LIST,,Contract and Land Management Department,unknown,unknown,4000000,3150902.7,2985359.34,01/29/2015,01/28/2024,55,Pers / Prof / Plan Svcs (252),10/18/0014,4,Sole and Single Source,4,VC0000101092,H+UO ARCHITECTS LLP,HPA LLP OR HATCH + ULLAND OWEN ARCHITECTS,RFQS,6100,CLMP158,12/09/2024,MA6100PA15000000547VC0000101092
